"ticker","sector","trailingPE","sharesPercentSharesOut","regularMarketVolume","averageVolume10days","enterpriseToEbitda","earningsQuarterlyGrowth","longBusinessSummary","logo_url","profitMargins","priceToSalesTrailing12Months","payoutRatio","country","industry","marketCap","bookValue","trailingEps","dividendRate","priceToBook","beta"
"DLTR","Consumer Defensive","24.64736","0.0149","1525125","1567962","11.902","0.45","Dollar Tree, Inc. operates discount variety retail stores. It operates through two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $1.00. It provides consumable merchandise, including candy and food, and health and beauty care, as well as everyday consumables, such as household paper and chemicals, and frozen and refrigerated food; variety merchandise comprising toys, durable housewares, gifts, stationery, party goods, greeting cards, softlines, and other items; and seasonal goods that include Valentine's Day, Easter, Halloween, and Christmas merchandise. This segment operates 7,505 stores under the Dollar Tree and Dollar Tree Canada brands, as well as 13 distribution centers in the United States and 2 in Canada; and a store support center in Chesapeake, Virginia. The Family Dollar segment operates general merchandise discount retail stores that offer consumable merchandise, which comprise food and beverages, tobacco, health and beauty aids, household chemicals, paper products, hardware and automotive supplies, diapers, batteries, and pet food and supplies; and home products, including housewares, home dÃ©cor, and giftware, as well as domestics, such as comforters, sheets, and towels. Its stores also provides apparel and accessories merchandise comprising clothing, fashion accessories, and shoes; and seasonal and electronics merchandise that include Valentine's Day, Easter, Halloween, and Christmas merchandise, as well as personal electronics, which comprise pre-paid cellular phones and services, stationery and school supplies, and toys. This segment operates 7,783 stores under the Family Dollar brand; and 11 distribution centers. The company was founded in 1986 and is headquartered in Chesapeake, Virginia.","https://logo.clearbit.com/dollartree.com","0.036059998","0.88569266","0","United States","Discount Stores","21810978816","28.713","3.729","","3.2009892","0.5968"
"ADS","Financial Services","47.525112","0.0336","2797276","1359412","20.874","-0.724","Alliance Data Systems Corporation provides data-driven marketing and loyalty solutions in the United States, Canada, Europe, the Middle East, Africa, the Asia Pacific, and others. It operates through two segments, LoyaltyOne and Card Services. The LoyaltyOne segment offers AIR MILES reward program; short term loyalty program; and loyalty services, which include loyalty consulting, customer analytics, creative services, and mobile solutions. The Card Services segment provides receivable financing services comprising underwriting and risk management; processing services, such as new account processing, bill processing, remittance processing, and customer care; and marketing services to private label and co-brand retail credit card programs. The company captures and analyzes data created during each customer interaction, leveraging the insight derived from that data to enable clients to identify and acquire new customers and to enhance customer loyalty. It serves clients across various end-markets, including financial services, specialty retail, grocery and drugstore chains, petroleum retail, home furnishing and hardware, beauty and jewelry, hospitality and travel, and telecommunications. Alliance Data Systems Corporation was founded in 1996 and is headquartered in Columbus, Ohio.","https://logo.clearbit.com/alliancedata.com","0.011080001","0.47209698","0.3177","United States","Credit Services","2483088640","24.205","1.095","0.84","2.149969","2.520683"
"CMCSA","Communication Services","17.293173","0.0173","19213516","15025100","8.803","-0.044","Comcast Corporation operates as a media and technology company worldwide. It operates through Cable Communications, Cable Networks, Broadcast Television, Filmed Entertainment, Theme Parks, and Sky segments. The Cable Communications segment offers cable services, including high-speed Internet, video, voice, wireless, and security and automation services to residential and business customers under the Xfinity brand; and advertising services. The Cable Networks segment operates national cable networks that provide various entertainment, news and information, and sports content; regional sports and news networks; international cable networks; and various digital properties, including brand-aligned Websites, as well as engages in the cable television studio production operations. The Broadcast Television segment operates NBC and Telemundo broadcast networks, NBC and Telemundo local broadcast television stations, broadcast television studio production operations, and various digital properties. The Filmed Entertainment segment produces, acquires, markets, and distributes filmed entertainment under the Universal Pictures, Illumination, DreamWorks Animation, and Focus Features names. It also develops, produces, and licenses stage plays; and distributes filmed entertainment produced by third parties. The Theme Parks segment operates Universal theme parks in Orlando, Florida; Hollywood, California; and Osaka, Japan. The Sky segment offers direct-to-consumer services, such as video, high-speed Internet, voice, and wireless phone services; and content services comprising operating entertainment networks, the Sky News broadcast network, and Sky Sports networks. The company also owns the Philadelphia Flyers, as well as the Wells Fargo Center arena in Philadelphia, Pennsylvania. Comcast Corporation was founded in 1963 and is headquartered in Philadelphia, Pennsylvania.","https://logo.clearbit.com/corporate.comcast.com","0.10909","1.8942257","0.3534","United States","Entertainment","199933624320","18.304","2.49","0.92","2.3524911","0.938775"
"FDX","Industrials","39.3139","0.0138","2607061","2944437","14.378","0.671","FedEx Corporation provides transportation, e-commerce, and business services worldwide. Its FedEx Express segment offers shipping services for delivery of packages and freight. Its FedEx Ground segment offers business and residential money-back guaranteed ground package delivery services; and consolidates and delivers low-weight and less time-sensitive business-to-consumer packages. Its FedEx Freight segment offers less-than-truckload and other freight delivery services. As of May 31, 2020, this segment had approximately 30,000 vehicles and 373 service centers. Its FedEx Services segment provides sales, marketing, information technology, communications, customer service, technical support, billing and collection, and other back-office support services. It also offers FedEx Mobile, a suite of solutions to track packages, create shipping labels, view account-specific rate quotes, and access drop-off location information; FedEx Office, a suite of printing and shipping management solutions, including digital printing, professional finishing, document creation, design, direct mail, signs and graphics, custom-printed boxes, copying, computer rental, Wi-Fi, and corporate print solutions; and packing services, supplies, and boxes, as well as FedEx Express and FedEx Ground shipping services. Its Corporate, Other and Eliminations segment offers international trade services in customs brokerage, and ocean and air freight forwarding services; cross-border enablement and technology solutions, and e-commerce transportation solutions; integrated supply chain management solutions; time-critical shipment services; and critical inventory and service parts logistics, and technology repair. It offers international trade advisory services, including assistance with customs-trade partnership against terrorism program; and publishes customs duty and tax information. It has a strategic alliance with Microsoft Corp. The company was founded in 1971 and is headquartered in Memphis, Tennessee.","https://logo.clearbit.com/fedex.com","0.02498","0.98079884","0.38349998","United States","Integrated Freight & Logistics","70117310464","74.115","6.792","2.6","3.6027794","1.393822"
"C","Financial Services","8.11295","0.0105","22972979","22611562","","-0.343","Citigroup Inc., a diversified financial services holding company, provides various financial products and services to consumers, corporations, governments, and institutions in North America, Latin America, Asia, Europe, the Middle East, and Africa. The company operates in two segments, Global Consumer Banking (GCB) and Institutional Clients Group (ICG). The GCB segment offers traditional banking services to retail customers through retail banking, Citi-branded cards, and Citi retail services. It also provides various banking, credit card lending, and investment services through a network of local branches, offices, and electronic delivery systems. The ICG segment offers wholesale banking products and services, including fixed income and equity sales and trading, foreign exchange, prime brokerage, derivative services, equity and fixed income research, corporate lending, investment banking and advisory services, private banking, cash management, trade finance, and securities services to corporate, institutional, public sector, and high-net-worth clients. As of December 31, 2019, it operated 2,348 branches primarily in the United States, Mexico, and Asia. Citigroup Inc. was founded in 1812 and is headquartered in New York, New York.","https://logo.clearbit.com/citigroup.com","0.20741","1.4932876","0.3984","United States","Banks—Diversified","86736117760","84.484","5.135","2.04","0.4931111","1.773303"
"CHTR","Communication Services","55.093258","0.039100002","1420483","1007200","12.722","1.439","Charter Communications, Inc., through its subsidiaries, provides cable services to residential and commercial customers in the United States. It offers subscription-based video services, including video on demand, high definition television, digital video recorder, pay-per-view, and spectrum mobile and spectrum guide services, as well as ad-supported free online video products. The company also provides Internet services, such as security suite that protects computers from viruses and spyware; in-home WiFi, which provides customers with high performance wireless routers to enhance their in-home wireless Internet experience; out-of-home WiFi; and Spectrum WiFi. In addition, it offers voice communications services using voice over Internet protocol technology; and broadband communications solutions, such as Internet access, data networking, fiber connectivity, video entertainment, and business telephone services to cellular towers and office buildings for business and carrier organizations. Further, the company provides video programming, static IP and business WiFi, email and security, and multi-line telephone services, as well as Web-based service management; sells local advertising across various platforms for networks, such as MTV, CNN, and ESPN; Audience App for optimizes linear inventory; and sells video and online advertising inventory to local, regional, and national advertising customers. Additionally, it offers communications products and managed service solutions; data connectivity services to mobile and wireline carriers on a wholesale basis; and owns and operates regional sports networks and local sports, news, and community channels. As of December 31, 2019, the company served approximately 29.2 million residential and small and medium business customers. Charter Communications, Inc. was founded in 1993 and is based in Stamford, Connecticut.","https://logo.clearbit.com/corporate.charter.com","0.04851","2.530214","0","United States","Entertainment","118021832704","127.138","10.455","","4.53051","1.038058"
"GILD","Healthcare","58.12314","0.0164","12202768","13419512","12.593","","Gilead Sciences, Inc., a research-based biopharmaceutical company, discovers, develops, and commercializes medicines in the areas of unmet medical needs in the United States, Europe, and internationally. The company's products include Biktarvy, Descovy, Odefsey, Genvoya, Stribild, Complera/Eviplera, Atripla, and Truvada for the treatment of human immunodeficiency virus (HIV) infection; and Vosevi, Vemlidy, Epclusa, Harvoni, and Viread products for treating liver diseases. It also provides Yescarta, a chimeric antigen receptor T cell therapy for adult patients with relapsed or refractory large B-cell lymphoma; Zydelig, a kinase inhibitor; Letairis, an oral formulation of an endothelin receptor antagonist for pulmonary arterial hypertension; Ranexa, a tablet to treat chronic angina; and AmBisome, an antifungal agent to treat serious invasive fungal infections. In addition, the company offers its products under the name Cayston, Emtriva, Hepsera, Sovaldi, and Tybost. Further, it develops product candidates for the treatment of viral diseases, inflammatory and fibrotic diseases, and oncology. The company markets its products through its commercial teams; and in conjunction with third-party distributors and corporate partners. Gilead Sciences, Inc. has collaboration agreements with Bristol-Myers Squibb Company; Janssen Sciences Ireland UC; Japan Tobacco Inc.; Galapagos NV; Second Genome; Gadeta; Carna Biosciences Inc.; Nurix Therapeutics, Inc.; Humanigen, Inc.; Kiniksa Pharmaceuticals, Ltd.; Kyverna Therapeutics, Inc.; Glympse Bio, Inc.; Renown Institute for Health Innovation; Goldfinch Bio, Inc.; Insitro, Inc.; Novo Nordisk A/S; Yuhan Corporation; Kite Pharma, Inc.; oNKo-innate Pty. Ltd.; and Roche Holding AG. The company has partnership with Arcus Biosciences, Inc. to co-develop and co-commercialize next-generation cancer immunotherapies. Gilead Sciences, Inc. was founded in 1987 and is headquartered in Foster City, California.","https://logo.clearbit.com/gilead.com","0.054780003","3.1701834","2.7245002","United States","Drug Manufacturers—General","73380233216","13.943","1.007","2.72","4.1978054","0.573083"
"AYI","Industrials","14.320575","0.088199995","624644","518500","6.827","-0.233","Acuity Brands, Inc. provides lighting and building management solutions and services for commercial, institutional, industrial, infrastructure, and residential applications in North America and internationally. The company offers lighting and control products and solutions, including recessed, surface, and suspended lighting; down, decorative, emergency and exit, track, day, special-use, street and roadway, parking garage, tunnel, underwater, area pedestrian, flood, decorative site, and landscape lighting; occupancy sensors; photo controls; relay panels; architectural dimming panels; and integrated lighting controls systems. It also provides building management systems, lighting, lighting controls, and location aware applications; and light emitting diode drivers, power supplies, modular wiring, sensors, glass, and inverters, as well as services across applications that primarily relate to monitoring and controlling lighting systems through network technologies and the commissioning of control systems. The company markets its products under the Lithonia Lighting, Holophane, Peerless, Gotham, Mark Architectural Lighting, Winona Lighting, Juno, Indy, Aculux, Healthcare Lighting, Hydrel, American Electric Lighting, Sunoptics, eldoLED, Distech Controls, nLight, ROAM, Sensor Switch, IOTA, A-light, Cyclone, Eureka, Luminaire LED, Luminis, Dark to Light, RELOC Wiring Solutions, DGLogik, and Atrius brands. It serves electrical distributors, retail home improvement centers, electric utilities, national accounts, system integrators, utility distributors, value-added resellers, digital retailers, government entities and municipalities, lighting showrooms, developers, original equipment manufacturers, and energy service companies, as well as the new construction, renovation, and maintenance and repair markets. Acuity Brands, Inc. was incorporated in 2001 and is headquartered in Atlanta, Georgia.","https://logo.clearbit.com/acuitybrands.com","0.074650005","1.0101625","0.0829","United States","Electrical Equipment & Parts","3360103424","55.299","6.27","0.52","1.6237184","1.400441"
"NWS","Communication Services","","0.0017","366439","305237","12.087","","News Corporation, a media and information services company, creates and distributes content for consumers and businesses worldwide. It operates in six segments: Digital Real Estate Services, Subscription Video Services, Dow Jones, Book Publishing, News Media, and Other. The company distributes content and data products, including The Wall Street Journal, Factiva, Dow Jones Risk & Compliance, Dow Jones Newswires, Barron's, and MarketWatch through various media channels, such as newspapers, newswires, websites, applications for mobile devices, tablets and e-book readers, newsletters, magazines, proprietary databases, live journalism, videos, and podcasts. It also owns and operates daily, Sunday, weekly, and bi-weekly newspapers comprising The Australian, The Weekend Australian, The Daily Telegraph, The Sunday Telegraph, Herald Sun, Sunday Herald Sun, The Courier Mail, The Sunday Mail, The Advertiser, Sunday Mail, The Sun, The Sun on Sunday, The Times, The Sunday Times, and New York Post, as well as digital mastheads and other websites. In addition, the company publishes general fiction, nonfiction, children's, and religious books; provides video sports, entertainment, and news services to pay-TV subscribers and other commercial licensees primarily through cable, satellite, and Internet distribution; and broadcasts rights to live sporting events. Further, it offers property and property-related services on its Websites and mobile applications; online real estate services; and professional software and service products, which comprise Top Producer and ListHub. News Corporation is headquartered in New York, New York.","https://logo.clearbit.com/newscorp.com","-0.14087","0.8553226","","United States","Broadcasting","7704745984","12.882","-2.16","0.2","1.006055","1.548262"
"MDLZ","Consumer Defensive","22.798971","0.0064999997","5706835","4918300","18.936","-0.323","Mondelez International, Inc., through its subsidiaries, manufactures, markets, and sells snack food and beverage products worldwide. It offers biscuits, including cookies, crackers, and salted snacks; chocolates; and gums and candies, as well as various cheese and grocery, and powdered beverage products. The company's snack brand portfolio includes Cadbury, Milka, and Toblerone chocolates; Oreo, belVita, and LU biscuits; Halls candies; and Trident gums and Tang powdered beverages. It serves supermarket chains, wholesalers, supercenters, club stores, mass merchandisers, distributors, convenience stores, gasoline stations, drug stores, value stores, and other retail food outlets through direct store delivery, company-owned and satellite warehouses, distribution centers, and other facilities, as well as through independent sales offices and agents, and e-commerce platforms. The company was formerly known as Kraft Foods Inc. and changed its name to Mondelez International, Inc. in October 2012. Mondelez International, Inc. was incorporated in 2000 and is headquartered in Chicago, Illinois.","https://logo.clearbit.com/mondelezinternational.com","0.13057","2.9349225","0.4893","United States","Confectioners","75973402624","18.219","2.333","1.26","2.9194796","0.622724"
"SEE","Consumer Cyclical","13.475344","0.018","1332912","1320175","9.966","0.971","Sealed Air Corporation provides food safety and security, and product protection solutions and equipment in North America, South America, Europe, the Middle East, Africa, and the Asia Pacific. It operates in two segments, Food Care and Product Care. The Food Care segment offers integrated packaging materials, equipment, and automation solutions to provide food safety and shelf life extension, and reduce resource use for perishable food processors in the smoked and processed meats, poultry, and dairy markets under the Cryovac, Cryovac Grip & Tear, Cryovac Darfresh, Cryovac Mirabella, Simple Steps, and Optidure brands. This segment sells its solutions directly to customers through its sales, marketing, and customer service personnel. The Product Care segment provides foam, corrugated, molded pulp, and wood packaging solutions to protect goods in shipping for the e-commerce, electronics, transportation, and industrial markets under the Bubble Wrap, Sealed Air, Instapak, and Korrvu brands, as well as offers automated bagging systems under the Autobag brand. This segment sells its solutions through supply distributors, as well as directly to fabricators, original equipment manufacturers, contract manufacturers, third-party logistics partners, e-commerce/fulfillment operations, and retail centers. Sealed Air Corporation was founded in 1960 and is headquartered in Charlotte, North Carolina.","https://logo.clearbit.com/sealedair.com","0.09566","1.28209","0.21190001","United States","Packaging & Containers","6232495616","0.158","2.981","0.64","254.24048","1.207942"
"DHR","Healthcare","46.385082","0.0075","1916081","2725962","32.771","0.323","Danaher Corporation designs, manufactures, and markets professional, medical, industrial, and commercial products and services worldwide. The company operates through three segments; Life Sciences, Diagnostics, and Environmental & Applied Solutions. The Life Sciences segment provides mass spectrometers; cellular analysis, lab automation, and centrifugation instruments; microscopes; and genomics consumables. This segment also offers filtration, separation, and purification technologies to the biopharmaceutical, food and beverage, medical, aerospace, microelectronics, and general industrial sectors. The Diagnostics segment provides chemistry, immunoassay, microbiology, and automation systems, as well as hematology and molecular diagnostics products. This segment offers analytical instruments, reagents, consumables, software, and services for hospitals, physicians' offices, reference laboratories, and other critical care settings. The Environmental & Applied Solutions segment offers instrumentation, consumables, software, services, and disinfection systems to analyze, treat, and manage ultra-pure, potable, industrial, waste, ground, source, and ocean water in residential, commercial, industrial, and natural resource applications. This segment also provides equipment, software, services, and consumables for various color and appearance management, packaging design and quality management, packaging converting, printing, marking, coding, and traceability applications for consumer, pharmaceutical, and industrial products. The company was formerly known as Diversified Mortgage Investors, Inc. and changed its name to Danaher Corporation in 1984. Danaher Corporation was founded in 1969 and is headquartered in Washington, the District of Columbia.","https://logo.clearbit.com/danaher.com","0.18051","8.003773","0.1659","United States","Diagnostics & Research","163213737984","48.843","4.96","0.72","4.710399","0.823496"
"CVX","Energy","","0.0085","12033735","11037712","7.657","","Chevron Corporation, through its subsidiaries, engages in integrated energy, chemicals, and petroleum operations worldwide. The company operates in two segments, Upstream and Downstream. The Upstream segment is involved in the exploration, development, and production of crude oil and natural gas; processing, liquefaction, transportation, and regasification associated with liquefied natural gas; transportation of crude oil through pipelines; and transportation, storage, and marketing of natural gas, as well as operates a gas-to-liquids plant. The Downstream segment engages in refining crude oil into petroleum products; marketing crude oil and refined products; transporting crude oil and refined products through pipeline, marine vessel, motor equipment, and rail car; and manufacturing and marketing commodity petrochemicals, and fuel and lubricant additives, as well as plastics for industrial uses. Chevron Corporation is also involved in the cash management and debt financing activities; insurance operations; real estate activities; and technology businesses. The company was formerly known as ChevronTexaco Corporation and changed its name to Chevron Corporation in 2005. Chevron Corporation was founded in 1879 and is headquartered in San Ramon, California.","https://logo.clearbit.com/chevron.com","-0.07567","1.1518184","","United States","Oil & Gas Integrated","132440694784","71.826","-4.664","5.16","0.9578705","1.258687"
"COP","Energy","13.918854","0.0112","15560053","15524125","4.571","-0.835","ConocoPhillips explores for, produces, transports, and markets crude oil, bitumen, natural gas, liquefied natural gas (LNG), and natural gas liquids worldwide. The company primarily engages in the conventional and tight oil reservoirs, shale gas, heavy oil, LNG, oil sands, and other production operations. Its portfolio includes unconventional plays in North America; conventional assets in North America, Europe, Asia, and Australia; various LNG developments; oil sands assets in Canada; and an inventory of conventional and unconventional exploration prospects. The company was founded in 1917 and is headquartered in Houston, Texas.","https://logo.clearbit.com/conocophillips.com","0.09151","1.2407057","0.7625","United States","Oil & Gas E&P","31141713920","29.362","2.095","1.72","0.9931204","1.678433"
"NOC","Industrials","20.05556","0.0105","1220669","1124187","13.977","0.057","Northrop Grumman Corporation operates as a security company. It provides various systems, products, and solutions in autonomous systems, cyber, space, strike, and logistics and modernization, as well as in command, control, communications and computers, intelligence, surveillance, and reconnaissance (C4ISR) to customers in the United States and internationally. The company operates through Aeronautics Systems, Defense Systems, Mission Systems, and Space Systems segments. It designs, develops, integrates, and produces manned aircrafts, autonomous systems, spacecraft systems, high-energy laser systems, microelectronics, and other systems and sub-systems for use in the areas of intelligence, surveillance and reconnaissance, strike operations, communications, earth observations, and space science. The company also designs, develops, integrates, and produces flights, armaments, and space systems to enable national security, civil government, and commercial customers in achieving their critical missions. Its space systems include launch vehicles and related propulsion systems; missile products and defense electronics; precision weapons, armament systems and ammunition; satellites and associated space components and services; and aerospace structures. In addition, it offers C4ISR systems; radar, electro-optical/infrared, and acoustic sensors; electronic warfare systems; cyber solutions; space and intelligence processing systems; air and missile defense integration systems; navigation systems; and shipboard missiles and encapsulated payload launch systems. Further, the company provides life-cycle solutions and services in support of networks and systems, including sustainment, modernization, training and simulation, software, engineering services, cyber, rapidly-deployable global logistics, and information technology. The company was founded in 1939 and is based in Falls Church, Virginia.","https://logo.clearbit.com/northropgrumman.com","0.06939","1.3805797","0.37759998","United States","Aerospace & Defense","48745508864","62.784","14.579","5.8","4.6570783","0.809156"
"XOM","Energy","19.636688","0.011","37948596","31204400","8.601","","Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/other Americas, Europe, Africa, Asia, and Australia/Oceania. It operates through Upstream, Downstream, and Chemical segments. The company is also involved in the manufacture, trade, transport, and sale of crude oil, petroleum products, and other specialty products; and manufactures and markets petrochemicals, including olefins, polyolefins, aromatics, and various other petrochemicals. As of December 31, 2019, it had approximately 23,857 net operated wells with proved reserves of 22.4 billion oil-equivalent barrels. In addition, the company produces raw materials, such as polypropylene and isopropyl alcohol for medical masks, gowns, and hand sanitizer. The company was founded in 1870 and is based in Irving, Texas.","https://logo.clearbit.com/corporate.exxonmobil.com","0.03353","0.65185964","2.0714","United States","Oil & Gas Integrated","139404738560","42.614","1.679","3.48","0.77368945","1.308328"
"KMX","Consumer Cyclical","21.153477","0.0583","1356700","1208462","25.199","0.27","CarMax, Inc., through its subsidiaries, operates as a retailer of used vehicles in the United States. The company operates in two segments, CarMax Sales Operations and CarMax Auto Finance. It offers customers a range of makes and models of used vehicles, including domestic, imported, and luxury vehicles; vehicles that do not meet its retail standards to licensed dealers through on-site wholesale auctions; and extended protection plans to customers at the time of sale. The company also provides reconditioning and vehicle repair services; and financing alternatives for retail customers across a range of credit spectrum through its CarMax Auto Finance and arrangements with various financial institutions. As of February 29, 2020, it operated approximately 216 stores and 2 new car franchises. CarMax, Inc. was founded in 1993 and is based in Richmond, Virginia.","https://logo.clearbit.com/carmax.com","0.03541","0.7430905","0","United States","Auto & Truck Dealerships","14474115072","24.26","4.17","","3.6360264","1.773855"
"SYY","Consumer Defensive","131.64287","0.0242","3799936","2669775","15.764","","Sysco Corporation, through its subsidiaries, markets and distributes a range of food and related products primarily to the foodservice or food-away-from-home industry in the United States, Canada, the United Kingdom, France, and internationally. It operates through three segments: U.S. Foodservice Operations, International Foodservice Operations, SYGMA, and Other. The company distributes frozen foods, such as meats, seafood, fully prepared entrees, fruits, vegetables, and desserts; canned and dry foods; fresh meats and seafood; dairy products; beverage products; imported specialties; and fresh produce. It also supplies various non-food items, including paper products comprising disposable napkins, plates, and cups; tableware consisting of China and silverware; cookware, which include pots, pans, and utensils; restaurant and kitchen equipment and supplies; and cleaning supplies. The company serves restaurants, hospitals and nursing homes, schools and colleges, hotels and motels, industrial caterers, and other foodservice venues. As of June 27, 2020, it operated 326 distribution facilities. Sysco Corporation was founded in 1969 and is headquartered in Houston, Texas.","https://logo.clearbit.com/sysco.com","0.0040700003","0.53216094","4.1429","United States","Food Distribution","28147752960","2.28","0.42","1.8","24.25","1.175399"
"UA","Consumer Cyclical","","0.0495","5740981","5089962","43.931","","Under Armour, Inc., together with its subsidiaries, develops, markets, and distributes branded performance apparel, footwear, and accessories for men, women, and youth primarily in North America, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America. The company offers its apparel in compression, fitted, and loose types to be worn in hot and cold. It also provides various footwear products for running, basketball, cleated sports, training, and outdoor. In addition, the company offers accessories, which include gloves, bags, and headwear; and digital fitness subscriptions, as well as digital advertising through MapMyFitness, MyFitnessPal, and Endomondo platforms. It primarily offers its products under the HEATGEAR, COLDGEAR, RUSH or RECOVER, UA Logo, UNDER ARMOUR, UA, ARMOUR, PROTECT THIS HOUSE, I WILL, ARMOURBOX, ARMOUR BRA, and ARMOUR FLEECE, as well as MyFitnessPal, MapMyFitness, and UNDER ARMOUR CONNECTED FITNESS brands. The company sells its products through wholesale channels, including national and regional sporting goods chains, independent and specialty retailers, department store chains, institutional athletic departments, and leagues and teams, as well as independent distributors; and directly to consumers through a network of 388 brand and factory house stores, as well as through e-commerce websites. Under Armour, Inc. was founded in 1996 and is headquartered in Baltimore, Maryland.","https://logo.clearbit.com/underarmour.com","-0.15206","1.3002464","0","United States","Apparel Manufacturing","5862239744","3.133","-1.515","","3.842962","1.090457"
"PEP","Consumer Defensive","26.532673","0.0066000004","3856469","3356475","17.496","0.091","PepsiCo, Inc. operates as a food and beverage company worldwide. The company operates through seven segments: FLNA, QFNA, PBNA, LatAm, Europe, AMESA, and APAC. It offers branded dips, cheese-flavored snacks, and tortillas, as well as corn, potato, and tortilla chips; cereals, rice, pasta, mixes and syrups, granola bars, grits, oat squares, oatmeal, rice cakes, simply granola, and side dishes; beverage concentrates, fountain syrups, and finished goods; ready-to-drink tea, coffee, and juices; and dairy products. The company provides its products primarily under the Cheetos, Doritos, Fritos, Lay's, Ruffles, Tostitos, Aunt Jemima, Cap'n crunch, Life, Pasta Roni, Quaker Chewy, Quaker, Rice-A-Roni, Aquafina, Diet Mountain Dew, Diet Pepsi, Gatorade, Mountain Dew, Pepsi, Propel, Sierra Mist, Tropicana, Emperador, Marias Gamesa, Rosquinhas Mabel, Sabritas, Saladitas, 7UP, Gatorade, H2oh!, Manzanita Sol, Mirinda, Pepsi, Pepsi Black, San Carlos, Toddy, Agusha, Chudo, and Domik v Derevne brands. It serves wholesale and other distributors, foodservice customers, grocery stores, drug stores, convenience stores, discount/dollar stores, mass merchandisers, membership stores, hard discounters, e-commerce retailers and authorized independent bottlers, and others through a network of direct-store-delivery, customer warehouse, and distributor networks, as well as directly to consumers through e-commerce platforms and retailers. The company was founded in 1898 and is headquartered in Purchase, New York.","https://logo.clearbit.com/pepsico.com","0.1027","2.700947","0.7832","United States","Beverages—Non-Alcoholic","185168822272","9.749","5.05","4.09","13.743975","0.579702"
"COO","Healthcare","57.902824","0.013200001","278100","174412","25.697","-0.54","The Cooper Companies, Inc. operates as a medical device company worldwide. It operates through CooperVision and CooperSurgical business units. The company develops, manufactures, and markets a range of contact lenses, including spherical lenses, and toric and multifocal lenses that correct near- and farsightedness, as well as addresses various complex visual defects, such as astigmatism and presbyopia. It also provides range of products and services focusing on women, babies, and families, including medical devices, fertility, genomics, and diagnostics and contraception for hospitals and surgical centers, obstetricians' and gynecologists' (OB/GYNs) medical offices, and fertility clinics. In addition, the company develops mechanical surgical solutions for skin closure; and offers PARAGARD, a contraceptive option, as well as provides assisted reproductive technology products, genetic screening and testing, and products within the general OB/GYN offerings. It markets its products under Biofinity, clariti 1day, MyDay, Avaira Vitality, and Proclear 1 Day brand name through a network of field sales representatives, independent agents, and distributors. The Cooper Companies, Inc. was founded in 1980 and is based in San Ramon, California.","https://logo.clearbit.com/coopercos.com","0.113970004","7.0833535","0.0107","United States","Medical Instruments & Supplies","17289758720","76.582","5.598","0.06","4.2325873","0.820739"
"INTU","Technology","47.053467","0.0111","790939","885625","34.5","","Intuit Inc. provides financial management and compliance products and services for consumers, small businesses, self-employed, and accounting professionals in the United States, Canada, and internationally. The company operates in three segments: Small Business & Self-Employed, Consumer, and Strategic Partner. The Small Business & Self-Employed segment provides QuickBooks online services and desktop software solutions comprising QuickBooks Online Advanced, a cloud-based solution; QuickBooks Enterprise, a hosted solution; QuickBooks Self-Employed solution; and QuickBooks Online Accountant and QuickBooks Accountant Desktop Plus solutions; payroll solutions, such as online payroll processing, direct deposit of employee paychecks, payroll reports, electronic payment of federal and state payroll taxes, and electronic filing of federal and state payroll tax forms. This segment also offers payment-processing solutions, including credit and debit cards, and ACH payment services; and financial supplies and financing for small businesses. Its Consumer segment provides TurboTax income tax preparation products and services; and personal finance. The company's Strategic Partner segment offers Lacerte, ProSeries, and ProFile desktop tax-preparation software products; and ProConnect Tax Online tax products, electronic tax filing service, and bank products and related services. It sells products and services through various sales and distribution channels, including multi-channel shop-and-buy experiences, websites and call centers, mobile application stores, and retail and other channels. Intuit Inc. has a collaboration agreement with Red Hat, Inc. on Argo CD, a declarative continuous delivery tool for Kubernetes deployments. The company was founded in 1983 and is headquartered in Mountain View, California.","https://logo.clearbit.com/intuit.com","0.23778999","11.101312","0.3064","United States","Software—Application","85246976000","19.508","6.92","2.36","16.691101","0.980143"
"HSIC","Healthcare","15.484983","0.0497","1404091","1171250","14.395","","Henry Schein, Inc., a solutions company for health care professionals, provides health care products and services to office-based dental practitioners and laboratories, physician practices, government, institutional health care clinics, and other alternate care clinics worldwide. It operates in two segments, Health Care Distribution, and Technology and Value-Added Services. The Health Care Distribution segment offers dental products, including infection-control products, handpieces, preventatives, impression materials, composites, anesthetics, teeth, dental implants, gypsum, acrylics, articulators, abrasives, dental chairs, delivery units and lights, X-ray supplies and equipment, and high-tech and digital restoration equipment, as well as equipment repair services. This segment also provides medical products comprising branded and generic pharmaceuticals, vaccines, surgical products, diagnostic tests, infection-control products, X-ray products, equipment, and vitamins. The Technology and Value-Added Services segment offers software, technology, and other value-added services that include practice management software systems for dental and medical practitioners. This segment also provides value-added practice solutions, which comprise financial services on a non-recourse basis, e-services, practice technology, network, and hardware services, as well as continuing education services for practitioners. Henry Schein, Inc. was founded in 1932 and is headquartered in Melville, New York.","https://logo.clearbit.com/henryschein.com","0.06349","0.9665406","0","United States","Medical Distribution","8980107264","20.999","4.062","","2.9953806","0.964147"
